City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,xiangfan,32.0422,112.1448,8.93,78,100,2.27,CN,1675819731
281,hendaye,43.3717,-1.7738,4.3,86,0,0.51,FR,1675819732
282,utrecht,52.0,5.25,-0.55,89,100,0.45,NL,1675819505
283,temyasovo,52.9933,58.1014,-18.86,100,89,1.43,RU,1675819732
284,deputatskiy,69.3,139.9,-42.91,99,56,1.81,RU,1675819733
285,freeport,40.6576,-73.5832,5.55,82,75,6.69,US,1675819713
286,iquira,2.6487,-75.6346,21.08,76,54,1.2,CO,1675819733
287,razdolinsk,58.4211,94.6658,-14.83,98,100,0.57,RU,1675819733
288,junction city,39.0286,-96.8314,6.59,44,0,2.06,US,1675819734
289,hamilton,39.1834,-84.5333,12.1,88,100,4.63,US,1675819010
290,sitka,57.0531,-135.33,3.94,75,20,1.54,US,1675819734
291,sambava,-14.2667,50.1667,23.55,89,99,3.08,MG,1675819735
292,vanimo,-2.6741,141.3028,25.04,95,100,3.35,PG,1675819735
293,goderich,43.7501,-81.7165,2.18,93,100,5.14,CA,1675819735
294,borovskoy,53.8,64.15,-22.16,100,81,2.93,KZ,1675819736
295,imbituba,-28.24,-48.6703,22.74,87,10,3.31,BR,1675819736
296,alanya,36.5438,31.9998,6.07,44,1,4.06,TR,1675819737
297,ekibastuz,51.6667,75.3667,-18.16,98,95,1.87,KZ,1675819737
298,kangaatsiaq,68.3065,-53.4641,-27.15,86,100,2.14,GL,1675819737
299,tarauaca,-8.1614,-70.7656,22.3,97,97,0.87,BR,1675819738
300,isangel,-19.55,169.2667,26.84,82,100,2.08,VU,1675819738
301,merrill,45.1805,-89.6835,0.1,70,0,3.6,US,1675819739
302,faanui,-16.4833,-151.75,27.28,73,29,5.36,PF,1675819739
303,general roca,-39.0333,-67.5833,26.46,12,0,5.41,AR,1675819739
304,ribeira grande,38.5167,-28.7,13.21,65,1,3.58,PT,1675819715
305,oktyabrskiy,54.4815,53.471,-22.88,100,91,0.68,RU,1675819740
306,tukrah,32.5341,20.5791,11.37,65,99,4.81,LY,1675819740
307,cockburn town,21.4612,-71.1419,25.48,75,0,10.11,TC,1675819711
308,olafsvik,64.8945,-23.7142,-2.35,57,100,12.84,IS,1675819741
309,san cristobal,7.7669,-72.225,21.1,77,9,0.7,VE,1675819493
310,port hawkesbury,45.6169,-61.3485,-2.23,84,100,1.34,CA,1675819741
311,saint anthony,45.0205,-93.218,-1.03,77,0,2.06,US,1675819742
312,boralday,43.3578,76.8594,-5.08,93,100,2.0,KZ,1675819742
313,rawson,-43.3002,-65.1023,18.83,58,5,3.85,AR,1675819743
314,port blair,11.6667,92.75,27.02,69,40,3.6,IN,1675819743
315,trapani,37.8333,12.6667,6.05,76,40,2.06,IT,1675819464
316,nome,64.5011,-165.4064,-21.02,71,0,1.54,US,1675819744
317,oyem,1.5995,11.5793,19.81,91,59,1.2,GA,1675819744
318,grindavik,63.8424,-22.4338,-2.74,68,75,12.35,IS,1675819744
319,auki,-8.7676,160.7034,28.6,77,100,2.61,SB,1675819745
320,maputo,-25.9653,32.5892,23.65,91,48,0.7,MZ,1675819745
321,sioux lookout,50.1001,-91.917,-7.96,73,40,2.57,CA,1675819746
322,caravelas,-17.7125,-39.2481,25.43,81,4,3.99,BR,1675819589
323,blind river,46.1834,-82.9582,2.06,82,96,5.55,CA,1675819746
324,bonawon,9.134,122.9193,28.89,73,100,5.16,PH,1675819503
325,henties bay,-22.116,14.2845,18.24,89,26,2.21,NA,1675819747
326,newcastle,-32.9272,151.7765,27.49,63,40,5.14,AU,1675819631
327,aguimes,27.9054,-15.4461,14.35,63,40,3.6,ES,1675819747
328,beringovskiy,63.05,179.3167,-27.04,94,92,3.44,RU,1675819748
329,fairbanks,64.8378,-147.7164,-10.99,79,40,0.0,US,1675819695
330,lagunillas,10.1301,-71.2595,27.67,65,10,2.69,VE,1675819748
331,vikhorevka,56.1201,101.1636,-17.23,98,100,0.95,RU,1675819749
332,asau,46.4333,26.4,-5.49,98,96,1.73,RO,1675819749
333,gorontalo,0.5412,123.0595,23.28,95,100,2.57,ID,1675819750
334,la rioja,42.25,-2.5,-1.12,98,100,1.91,ES,1675819750
335,chiredzi,-21.05,31.6667,20.99,77,42,0.55,ZW,1675819750
336,surt,31.2089,16.5887,12.18,66,100,5.72,LY,1675819751
337,petropavlovsk-kamchatskiy,53.0452,158.6483,-10.67,52,20,3.0,RU,1675819751
338,dunedin,-45.8742,170.5036,15.04,53,55,7.24,NZ,1675819539
339,cranbrook,49.4999,-115.7688,0.91,93,100,4.12,CA,1675819751
340,bonnyville,54.2668,-110.735,0.62,95,34,2.47,CA,1675819752
341,cravo norte,6.3017,-70.2041,29.11,48,93,2.33,CO,1675819752
342,vasto,42.1243,14.7059,3.03,60,100,2.37,IT,1675819752
343,hashtrud,37.4779,47.0508,-7.95,94,87,1.14,IR,1675819752
344,bathsheba,13.2167,-59.5167,24.34,88,75,8.75,BB,1675819753
345,provost,52.3501,-110.2683,-2.75,97,100,0.78,CA,1675819753
346,pangai,-19.8,-174.35,29.06,70,40,4.12,TO,1675819677
347,zhezkazgan,47.8043,67.7144,-16.01,85,100,3.0,KZ,1675819754
348,wadena,46.4425,-95.1361,-1.98,74,0,3.09,US,1675819754
349,kisesa,-3.0833,34.15,18.03,73,100,3.06,TZ,1675819754
350,bria,6.5423,21.9863,20.27,19,7,1.99,CF,1675819755
351,marawi,7.9986,124.2928,22.82,67,100,0.96,PH,1675819755
352,pastos bons,-6.6017,-44.0767,22.59,88,87,0.68,BR,1675819755
353,genhe,50.7833,121.5167,-24.92,100,99,0.87,CN,1675819756
354,chicama,-7.8447,-79.1469,22.3,73,44,2.97,PE,1675819756
355,chulman,56.8479,124.9104,-28.39,97,100,1.71,RU,1675819757
356,punto fijo,11.6956,-70.1996,24.92,79,76,11.62,VE,1675819757
357,buluang,13.3068,123.3425,26.58,75,97,1.78,PH,1675819757
358,mandiana,10.6333,-8.6833,26.65,22,10,1.94,GN,1675819757
359,northam,51.0333,-4.2167,3.67,93,0,2.7,GB,1675819758
360,san quintin,30.4833,-115.95,16.08,48,0,2.82,MX,1675819722
361,broome,42.2506,-75.833,4.14,75,100,4.63,US,1675819758
362,manggar,-2.8833,108.2667,26.62,82,100,2.12,ID,1675819759
363,saint-leu,-21.15,55.2833,24.48,74,64,1.52,RE,1675819760
364,champasak,14.75,106.0,25.49,64,90,1.42,LA,1675819760
365,pochutla,15.7432,-96.4661,26.01,72,0,1.85,MX,1675819760
366,monrovia,6.3005,-10.7969,23.87,90,94,2.63,LR,1675819499
367,ewa beach,21.3156,-158.0072,26.97,66,100,9.26,US,1675819678
368,oistins,13.0667,-59.5333,24.05,88,75,8.75,BB,1675819761
369,nemuro,43.3236,145.575,-3.44,64,34,2.35,JP,1675819761
370,biltine,14.5333,20.9167,20.47,21,87,8.49,TD,1675819573
371,wencheng,33.0559,113.7978,7.18,83,100,4.39,CN,1675819762
372,erzincan,39.75,39.5,-5.39,63,75,6.17,TR,1675819762
373,totness,5.8833,-56.3167,24.79,87,100,5.16,SR,1675819763
374,tsiroanomandidy,-18.7667,46.0333,18.81,92,100,1.54,MG,1675819763
375,de-kastri,51.4667,140.7833,-17.94,89,100,2.34,RU,1675819742
376,yulara,-25.2406,130.9889,34.71,23,0,5.03,AU,1675819764
377,adamovka,51.5223,59.9396,-19.11,100,99,3.77,RU,1675819764
378,dubai,25.2582,55.3047,23.96,35,0,3.09,AE,1675819515
379,axim,4.8699,-2.2405,25.36,86,100,1.45,GH,1675819765
380,saint cloud,45.5608,-94.1625,-1.81,74,0,1.54,US,1675819765
381,mabaruma,8.2,-59.7833,22.11,98,21,1.29,GY,1675819766
382,helena,46.5927,-112.0361,3.01,73,40,0.89,US,1675819653
383,luau,-10.7073,22.2247,17.67,93,100,1.34,AO,1675819766
384,kattivakkam,13.2167,80.3167,23.05,76,90,0.25,IN,1675819766
385,ulladulla,-35.35,150.4667,19.37,85,100,2.07,AU,1675819767
386,loding,67.3,14.75,5.95,69,40,6.17,NO,1675819767
387,wahiawa,21.5028,-158.0236,25.18,69,75,8.23,US,1675819767
388,labuhan,-6.8844,112.2051,24.98,89,100,3.66,ID,1675819768
389,quatre cocos,-20.2078,57.7625,26.06,81,40,6.76,MU,1675819768
390,borogontsy,62.6683,131.1683,-40.21,98,100,0.1,RU,1675819768
391,makakilo city,21.3469,-158.0858,26.18,66,100,9.26,US,1675819769
392,leningradskiy,69.3833,178.4167,-31.1,96,100,2.22,RU,1675819737
393,kariba,-16.5167,28.8,19.91,89,36,1.25,ZW,1675819769
394,mbandaka,0.0487,18.2603,23.77,67,30,1.81,CD,1675819769
395,bavly,54.393,53.2602,-21.95,100,35,1.42,RU,1675819770
396,santa rosalia,27.3167,-112.2833,15.44,40,0,4.88,MX,1675819770
397,raudeberg,61.9875,5.1352,6.37,74,69,14.76,NO,1675819770
398,krasnoselkup,65.7,82.4667,-28.64,100,100,3.54,RU,1675819686
399,vorontsovka,50.6132,40.3549,-12.27,94,15,4.55,RU,1675819771
400,vostok,46.4856,135.8833,-15.82,82,100,3.45,RU,1675819771
401,tateyama,34.9833,139.8667,10.61,74,100,5.97,JP,1675819771
402,natal,-5.795,-35.2094,24.36,78,20,2.57,BR,1675819583
403,bontang,0.1333,117.5,24.19,78,100,1.82,ID,1675819772
404,boa vista,2.8197,-60.6733,27.99,65,75,5.14,BR,1675819403
405,mahon,39.8885,4.2658,10.31,81,75,8.23,ES,1675819772
406,acajutla,13.5928,-89.8275,25.59,70,14,4.04,SV,1675819773
407,fare,-16.7,-151.0167,27.05,71,11,4.77,PF,1675819773
408,libertador general san martin,-23.8064,-64.7876,26.65,50,100,1.52,AR,1675819773
409,mastic beach,40.7668,-72.8521,5.55,84,20,6.71,US,1675819774
410,dingle,10.9995,122.6711,26.24,79,100,5.33,PH,1675819739
411,trelew,-43.249,-65.3051,19.29,49,5,4.37,AR,1675819774
412,khudumelapye,-23.8833,24.75,19.36,80,100,3.29,BW,1675819775
413,puerto quijarro,-17.7833,-57.7667,24.24,83,77,0.67,BO,1675819775
414,kisaran,2.9845,99.6158,24.37,90,100,1.77,ID,1675819775
415,ossora,59.2353,163.0719,-23.66,82,93,2.68,RU,1675819776
416,biak,-0.9131,122.8766,25.72,80,100,2.25,ID,1675819776
417,samarai,-10.6167,150.6667,27.83,77,100,4.93,PG,1675819777
418,tingo maria,-9.2895,-76.0088,20.88,98,27,0.8,PE,1675819777
419,linxia,35.6003,103.2064,-2.32,93,100,1.8,CN,1675819778
420,port macquarie,-31.4333,152.9167,24.38,66,86,2.1,AU,1675819778
421,khromtau,50.2503,58.4347,-20.2,100,100,5.09,KZ,1675819779
422,umba,66.6871,34.3429,-1.21,88,11,5.42,RU,1675819779
423,la playona,15.1167,-88.9833,21.76,95,47,1.28,HN,1675819780
424,nikolskoye,59.7035,30.7861,-1.06,87,100,4.59,RU,1675819780
425,qaqortoq,60.7167,-46.0333,-24.65,67,0,3.19,GL,1675819781
426,topeka,39.0483,-95.678,6.17,44,0,1.54,US,1675819629
427,sorland,67.667,12.6934,5.92,78,100,20.76,NO,1675819781
428,kiruna,67.8557,20.2251,-1.49,80,97,8.75,SE,1675819781
429,weihai,37.5017,122.1136,2.39,59,6,6.45,CN,1675819465
430,kamsack,51.5667,-101.9009,-4.62,93,26,2.43,CA,1675819784
431,yar-sale,66.8333,70.8333,-15.65,85,100,8.39,RU,1675819784
432,camacha,33.0833,-16.3333,13.68,67,40,6.69,PT,1675819785
433,amarante do maranhao,-5.5667,-46.7422,22.17,98,100,1.03,BR,1675819769
434,zaysan,47.4667,84.8667,-13.11,90,98,1.18,KZ,1675819785
435,guarapari,-20.6667,-40.4975,25.5,90,100,4.27,BR,1675819741
436,san jose,37.3394,-121.895,16.01,54,40,3.6,US,1675819319
437,ilorin,8.5,4.55,26.85,51,100,2.45,NG,1675819786
438,kamenka,51.3223,42.7678,-14.3,95,7,3.93,RU,1675819786
439,svetlogorsk,52.6333,29.7333,-11.95,97,61,1.13,BY,1675819786
440,taksimo,56.3444,114.8794,-22.0,89,75,1.41,RU,1675819787
441,port hedland,-20.3167,118.5667,33.03,58,11,2.57,AU,1675819680
442,san andres,12.5847,-81.7006,27.01,78,20,6.17,CO,1675819743
443,alofi,-19.0595,-169.9187,26.94,83,100,3.6,NU,1675819721
444,mortka,59.3322,66.0214,-24.96,100,93,1.89,RU,1675819788
445,ndola,-12.9587,28.6366,18.64,91,100,0.89,ZM,1675819789
446,mae sai,20.4335,99.8762,16.25,36,6,0.97,TH,1675819789
447,sao felix do xingu,-6.6447,-51.995,22.55,95,97,0.61,BR,1675819790
448,kirakira,-10.4544,161.9205,28.15,83,100,4.71,SB,1675819558
449,ostrovnoy,68.0531,39.5131,-0.13,76,5,11.07,RU,1675819692
450,emba,48.8264,58.1442,-14.1,89,94,6.31,KZ,1675819790
451,vardo,70.3705,31.1107,-2.01,86,9,9.26,NO,1675819791
452,shimoda,34.6667,138.95,10.2,71,45,2.98,JP,1675819595
453,oxford,51.7522,-1.256,-0.43,95,0,0.51,GB,1675819745
454,barreirinha,-2.7933,-57.07,24.13,95,100,0.61,BR,1675819791
455,pandan,14.0453,124.1694,27.18,75,98,5.88,PH,1675819791
456,bengkulu,-3.8004,102.2655,25.35,73,86,2.22,ID,1675819792
457,smithers,54.7804,-127.1743,-3.82,100,75,1.03,CA,1675819579
458,antofagasta,-23.65,-70.4,21.6,82,100,2.28,CL,1675819566
459,san joaquin,37.9333,-121.3011,14.14,63,0,2.57,US,1675819793
460,porto novo,6.4965,2.6036,25.68,84,100,2.39,BJ,1675819793
461,lensk,60.7253,114.9278,-24.53,99,100,1.03,RU,1675819794
462,shakawe,-18.3667,21.85,19.92,93,100,3.31,BW,1675819794
463,bowen,-20.0167,148.2333,28.12,75,100,7.37,AU,1675819795
464,natitingou,10.3042,1.3796,25.6,18,85,2.67,BJ,1675819795
465,bombay,19.0144,72.8479,23.99,60,3,0.0,IN,1675819795
466,zhengjiatun,43.5064,123.5064,-7.25,46,0,3.51,CN,1675819796
467,road town,18.4167,-64.6167,25.05,88,40,4.63,VG,1675819796
468,beloha,-25.1667,45.05,23.21,80,100,3.76,MG,1675819797
469,yaan,7.3833,8.5667,27.04,15,34,1.85,NG,1675819737
470,tevriz,57.509,72.4042,-27.65,100,27,1.2,RU,1675819797
471,pangody,65.85,74.4859,-23.88,98,44,4.3,RU,1675819797
472,inndyr,67.0338,14.0276,6.02,74,67,8.56,NO,1675819798
473,progreso,21.2833,-89.6667,26.17,66,13,4.47,MX,1675819798
474,mehkerek,46.7833,21.45,-2.69,85,100,3.0,HU,1675819799
475,udachnyy,66.4167,112.4,-37.53,73,98,1.14,RU,1675819799
476,bagdarin,54.4333,113.6,-22.65,93,8,1.52,RU,1675819799
477,rockledge,28.3508,-80.7253,21.68,79,0,3.09,US,1675819799
478,noumea,-22.2763,166.4572,31.99,99,95,4.46,NC,1675819800
479,sheridan,44.8333,-106.9173,1.5,70,0,0.89,US,1675819800
480,tevaitoa,-16.7833,-151.5,27.1,72,26,5.05,PF,1675819801
481,odweyne,9.4092,45.064,18.27,67,6,2.15,SO,1675819801
482,bandrele,-12.9067,45.1914,26.86,83,0,2.57,YT,1675819802
483,knysna,-34.0363,23.0471,19.39,88,100,2.43,ZA,1675819802
484,peravurani,10.3,79.1833,21.2,88,33,3.04,IN,1675819803
485,leshukonskoye,64.8989,45.7622,0.62,98,100,4.7,RU,1675819803
486,lata,40.1629,-8.3327,8.29,80,33,2.1,PT,1675819804
487,teruel,40.6667,-0.6667,-1.14,97,100,2.61,ES,1675819804
488,baracoa,20.3467,-74.4958,24.06,84,10,6.8,CU,1675819805
489,nelson,-41.2833,173.2833,25.72,42,0,0.45,NZ,1675819806
490,skjervoy,70.0311,20.9714,3.0,62,12,8.2,NO,1675819806
491,north bend,43.4065,-124.2243,11.07,96,100,3.09,US,1675819807
492,forio,40.7342,13.8646,6.35,66,2,6.26,IT,1675819807
493,mazyr,52.0495,29.2456,-12.13,98,66,1.04,BY,1675819808
494,shoranur,10.7667,76.2833,20.11,88,60,1.17,IN,1675819536
495,ivankiv,50.9386,29.8943,-9.56,96,17,1.82,UA,1675819809
496,kovur,14.4833,79.9833,21.04,85,11,1.17,IN,1675819809
497,simbakoro,8.6,-11.0167,20.48,80,84,0.87,SL,1675819809
498,margate,51.3813,1.3862,4.53,66,100,1.53,GB,1675819423
499,egvekinot,66.3167,-179.1667,-29.49,87,87,3.78,RU,1675819810
500,rundu,-17.9333,19.7667,17.88,94,100,1.6,NA,1675819810
501,tazmalt,36.3868,4.3989,8.76,67,100,1.48,DZ,1675819811
502,moroto,2.5345,34.6666,19.84,47,3,1.42,UG,1675819811
503,ankang,32.68,109.0172,7.18,88,100,2.34,CN,1675819811
504,plettenberg bay,-34.0527,23.3716,19.15,86,100,2.55,ZA,1675819812
505,pascagoula,30.3658,-88.5561,19.4,95,75,3.6,US,1675819622
506,sabang,5.8933,95.3214,27.52,74,100,6.73,ID,1675819812
507,zabol,32.25,67.25,1.39,72,100,3.09,AF,1675819813
508,brae,60.3964,-1.353,6.75,73,100,14.0,GB,1675819813
509,hailar,49.2,119.7,-21.1,100,98,1.46,CN,1675819814
510,enshi,30.3,109.4833,8.89,93,100,0.38,CN,1675819814
511,morgan city,29.6994,-91.2068,20.0,83,20,1.54,US,1675819814
512,prievidza,48.7745,18.6275,-7.1,93,10,1.96,SK,1675819815
513,mount gambier,-37.8333,140.7667,21.26,46,5,4.54,AU,1675819366
514,cuamba,-14.8031,36.5372,19.59,98,100,1.41,MZ,1675819815
515,riyadh,24.6877,46.7219,13.08,41,17,2.58,SA,1675819594
516,souillac,-20.5167,57.5167,26.21,83,40,4.63,MU,1675819816
517,port-cartier,50.0334,-66.8654,-5.94,85,100,3.14,CA,1675819816
518,kampong chhnang,12.1667,104.55,28.25,60,34,3.28,KH,1675819817
519,novopavlovka,51.2172,109.2091,-16.68,94,95,0.78,RU,1675819817
520,tacuarembo,-31.7333,-55.9833,23.51,38,0,1.38,UY,1675819817
521,bima,-8.4667,118.7167,29.18,76,39,1.82,ID,1675819818
522,hofn,64.2539,-15.2082,-0.19,71,100,8.21,IS,1675819818
523,bairiki,1.3292,172.9752,30.0,66,20,9.77,KI,1675819819
524,lucea,18.451,-78.1736,25.92,79,0,7.04,JM,1675819819
525,maragheh,37.3917,46.2398,-2.97,89,100,2.1,IR,1675819819
526,jijiga,9.35,42.8,15.04,69,1,3.53,ET,1675819820
527,da nang,16.0678,108.2208,24.99,88,40,3.09,VN,1675819820
528,jiazi,22.8779,116.067,18.65,76,57,10.03,CN,1675819821
529,nurota,40.5614,65.6886,8.62,52,100,3.16,UZ,1675819821
530,carahue,-38.7,-73.1667,13.61,93,0,1.78,CL,1675819521
531,yabelo,4.8833,38.0833,14.94,31,1,1.78,ET,1675819821
532,ixtapa,20.7,-105.2,22.57,73,0,4.12,MX,1675819399
533,verkhnyaya inta,65.9811,60.3094,-9.57,93,100,11.37,RU,1675819822
534,teguldet,57.3064,88.1667,-12.87,95,100,2.92,RU,1675819822
535,cairns,-16.9167,145.7667,32.84,71,75,6.17,AU,1675819823
536,leeton,-34.5667,146.4,33.27,29,0,2.7,AU,1675819823
537,santa fe,-31.6333,-60.7,31.68,42,0,0.89,AR,1675819640
538,lourdes,43.1,-0.05,3.62,87,40,1.03,FR,1675819823
539,cobija,-11.0267,-68.7692,22.28,98,23,0.84,BO,1675819824
540,conceicao da barra,-18.5933,-39.7322,24.89,86,8,3.59,BR,1675819824
541,nongan,44.382,125.1685,-9.03,64,3,3.66,CN,1675819825
542,buraydah,26.326,43.975,8.25,42,100,2.85,SA,1675819573
543,masaling,9.9818,122.5369,26.3,75,100,5.42,PH,1675819825
544,olsberg,51.35,8.5,-1.16,49,93,1.61,DE,1675819826
545,kabalo,-6.05,26.9167,19.89,97,100,1.21,CD,1675819826
546,dongtai,32.8523,120.3095,8.66,58,85,5.65,CN,1675819826
547,kekri,25.9667,75.15,13.69,46,0,0.73,IN,1675819827
548,mandalgovi,45.7625,106.2708,-12.03,86,95,2.3,MN,1675819827
549,xingyi,24.1877,102.817,14.02,42,0,3.14,CN,1675819828
550,flin flon,54.7682,-101.865,-2.29,83,19,4.42,CA,1675819828
551,pisco,-13.7,-76.2167,24.03,83,0,6.17,PE,1675819829
552,chapais,49.7834,-74.8492,-6.12,96,100,4.72,CA,1675819829
553,nioki,-2.7167,17.6833,21.92,86,63,1.47,CD,1675819830
554,ust-koksa,50.2696,85.6108,-13.31,96,100,0.48,RU,1675819830
555,arawa,-6.2132,155.5367,30.4,67,42,3.26,PG,1675819830
556,kalmunai,7.4167,81.8167,25.49,85,100,3.63,LK,1675819831
557,mookane,-23.688,26.6595,21.59,70,45,1.48,BW,1675819831
558,grafton,42.207,-71.6856,0.54,63,0,5.14,US,1675819831
559,tougan,13.0667,-3.0667,25.84,17,93,3.48,BF,1675819832
560,cabedelo,-6.9811,-34.8339,25.37,71,100,4.21,BR,1675819767
